Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
HFD,Linear SVM,PP/PNP-all_limbs,0.4401595744680851,0.5312697409981049,0.3389473684210526,0.44466716318200544,0.3333333333333333,"['F8', 'CP6']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5176196808510638,0.4156664560960202,0.6308771929824561,0.5071812534947154,0.5263157894736842,"['F8', 'TP7']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5305851063829787,0.4036639292482628,0.671578947368421,0.5261264466530244,0.5789473684210527,"['F8', 'TP8']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.480718085106383,0.3651295009475679,0.6091228070175438,0.4785879574327702,0.5087719298245614,"['F8', 'Fz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5103058510638298,0.4061907770056854,0.6259649122807017,0.515906398694817,0.49122807017543857,"['F8', 'F1']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5691489361702128,0.4832596336070752,0.6645614035087719,0.5689538302573204,0.5614035087719298,"['F8', 'F2']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5488696808510638,0.5078963992419456,0.5943859649122807,0.5550735923545442,0.5789473684210527,"['F8', 'F3']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5641622340425532,0.5388502842703727,0.592280701754386,0.5550627851889868,0.5263157894736842,"['F8', 'F4']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.48836436170212766,0.43651295009475677,0.5459649122807018,0.4896482253407442,0.49122807017543857,"['F8', 'F5']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.496343085106383,0.6411876184459886,0.3354385964912281,0.4927715224223498,0.42105263157894735,"['F8', 'F6']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
